Co_Ref,crm_customer_complained,Time_to_Renewal,crm_competitors_mentioned,crm_refund_mentioned,crm_contractor_engagement,crm_customer_payment_intention,crm_membership_overdue,crm_dissatisfaction_with_support,crm_contractor_sentiment_score,Prospect_Outcome
VA2913,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Won
VA2934,No,14_out,No,No,0,0,No,0,63.333333333333336,Won
VA3094,No,14_out,Not Discussed,No,1,0,Not Discussed,0,0.0,Won
VA3278,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Churned
VA3637,No,14_out,No,No,0,0,No,0,72.5,Won
VA3953,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Churned
VA4177,No,14_out,No,No,0,0,No,0,37.5,Won
VA4239,No,14_out,Not Discussed,No,1,0,Yes,0,0.0,Won
VA5071,No,14_out,No,No,0,0,No,0,50.0,Won
VA5195,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Won
VA5349,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Churned
VA5358,No,pre_renewal,No,No,0,0,No,0,70.0,Won
VA5378,No,14_out,No,No,1,1,No,0,25.0,Won
VA5660,No,prior_year,Not Discussed,No,1,0,Not Discussed,0,0.0,Won
VA5763,No,14_out,No,No,0,0,No,0,50.0,Won
VA5915,No,14_out,No,No,0,0,No,0,63.333333333333336,Won
VA6140,No,14_out,No,No,1,1,No,0,10.0,Churned
VA6191,No,prior_year,Not Discussed,No,1,0,Not Discussed,0,12.5,Won
VA6308,No,14_out,No,No,0,1,Not Discussed,0,37.5,Churned
VA6377,Yes,pre_renewal,No,No,1,1,Yes,1,10.0,Churned
VA6382,No,45_out,Not Discussed,No,1,0,Not Discussed,0,10.0,Won
VA6505,No,45_out,No,No,0,0,No,0,45.0,Won
VA6629,No,14_out,Not Discussed,No,1,0,Not Discussed,0,8.333333333333334,Won
VA6630,Not Discussed,14_out,Not Discussed,No,1,0,Not Discussed,0,20.0,Won
VA6869,No,14_out,No,No,0,1,No,0,30.0,Churned
VA7003,No,14_out,Not Discussed,No,1,0,Not Discussed,0,10.0,Won
VA7125,No,14_out,No,No,0,0,Yes,0,50.0,Won
VA7265,Yes,14_out,No,No,0,0,Not Discussed,1,23.33333333333333,Won
VA7355,No,14_out,No,No,1,0,Yes,0,16.666666666666668,Churned
VA7521,No,14_out,No,No,0,0,Not Discussed,0,33.333333333333336,Churned
VA7700,No,14_out,No,No,0,0,No,0,43.333333333333336,Won
VA8173,No,45_out,No,No,0,0,No,0,60.0,Won
VA8229,No,14_out,No,No,1,0,No,0,40.0,Won
VA8359,No,14_out,No,No,1,0,No,0,20.0,Won
VA8417,No,45_out,No,No,0,0,Not Discussed,0,50.0,Won
VA8435,No,14_out,No,No,1,0,Not Discussed,0,0.0,Won
VA8578,No,pre_renewal,No,No,1,0,Not Discussed,0,25.0,Churned
VA8583,No,14_out,No,No,1,0,Not Discussed,0,25.0,Won
VA8846,No,45_out,No,No,1,0,Not Discussed,0,16.666666666666668,Won
VA9119,No,pre_renewal,No,No,1,0,Yes,0,25.0,Won
VA9157,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Churned
VA9301,No,14_out,No,No,1,0,Not Discussed,0,0.0,Won
VA9505,No,14_out,No,No,1,0,Not Discussed,0,25.0,Won
VA9607,Yes,prior_year,Not Discussed,No,1,1,Not Discussed,1,17.5,Churned
VA9806,No,pre_renewal,Not Discussed,No,1,0,No,1,12.5,Churned
VB0003,No,14_out,No,No,1,0,Not Discussed,0,0.0,Churned
VB0453,No,14_out,Not Discussed,No,1,0,Not Discussed,0,13.333333333333334,Won
VB0461,No,45_out,Not Discussed,No,1,0,Not Discussed,0,16.0,Won
VB0692,No,14_out,Not Discussed,No,1,0,Not Discussed,0,18.33333333333333,Won
VB0840,No,prior_year,No,No,0,0,Yes,0,30.0,Won
VB1261,No,14_out,No,No,0,0,Yes,0,50.0,Won
VB1296,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Churned
VB1741,No,pre_renewal,No,No,0,0,No,0,50.0,Won
VB1934,No,14_out,No,No,0,0,No,0,37.5,Won
VB2188,No,14_out,No,No,0,0,Not Discussed,0,33.333333333333336,Won
VB2365,No,45_out,No,No,1,0,No,0,0.0,Won
VB2388,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Churned
VB2910,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Churned
VB2986,No,14_out,No,No,1,0,Not Discussed,0,25.0,Won
VB3001,No,14_out,No,No,1,0,Not Discussed,0,25.0,Won
VB3287,No,14_out,No,No,1,0,Not Discussed,0,32.5,Won
VB3622,No,pre_renewal,No,No,1,0,No,0,25.0,Won
VB3626,No,14_out,No,No,0,0,No,0,50.0,Won
VB4277,No,14_out,Not Discussed,No,1,0,No,0,30.0,Won
VB4410,No,14_out,No,No,0,0,Not Discussed,0,50.0,Churned
VB4419,No,14_out,No,No,0,0,No,0,37.5,Won
VB4507,No,14_out,No,No,1,0,Not Discussed,0,16.666666666666668,Won
VB4824,No,14_out,No,No,1,0,Not Discussed,0,0.0,Won
VB4850,No,14_out,No,No,0,0,Not Discussed,0,33.333333333333336,Won
VB5432,No,14_out,No,No,1,0,No,0,0.0,Won
VB5564,No,14_out,Not Discussed,No,1,0,Not Discussed,0,8.333333333333334,Won
VB5657,No,14_out,No,No,1,0,Not Discussed,0,12.5,Churned
VB6018,No,14_out,Not Discussed,No,1,0,Not Discussed,0,10.0,Won
VB6189,No,pre_renewal,Yes,No,0,1,No,1,30.0,Won
VB6532,No,14_out,No,No,0,0,No,0,37.5,Won
VB6897,No,14_out,No,No,0,0,Not Discussed,0,50.0,Won
VB6906,No,14_out,Not Discussed,No,0,0,Not Discussed,0,40.0,Won
VB6928,No,pre_renewal,No,No,0,0,Not Discussed,0,50.0,Won
VB7145,No,14_out,Not Discussed,No,1,0,Not Discussed,0,10.0,Won
VB7900,No,14_out,No,No,1,0,Not Discussed,0,16.666666666666668,Won
VB7915,No,14_out,No,No,1,0,Not Discussed,0,65.0,Churned
VB7987,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Churned
VB8232,No,14_out,No,No,0,0,Yes,0,37.5,Won
VB8281,No,14_out,No,No,0,0,No,0,65.0,Won
VB8309,No,14_out,Not Discussed,No,1,0,Not Discussed,0,12.5,Won
VB8414,No,14_out,No,No,1,0,Not Discussed,0,16.666666666666668,Won
VB8603,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Churned
VB8800,No,14_out,No,No,0,0,Not Discussed,0,65.0,Won
VB9346,No,45_out,Not Discussed,No,1,0,Not Discussed,0,26.0,Won
VB9560,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Won
VB9802,No,14_out,No,No,0,0,Not Discussed,0,70.0,Won
VC0031,No,14_out,No,No,0,0,Yes,0,33.333333333333336,Won
VC0183,No,14_out,No,No,0,0,Not Discussed,1,57.5,Won
VC0252,Not Discussed,14_out,Not Discussed,No,1,0,Not Discussed,0,16.666666666666668,Won
VC0576,No,14_out,No,No,1,0,No,0,25.0,Won
VC0672,No,14_out,Not Discussed,No,1,0,Not Discussed,0,50.0,Won
VC0893,No,14_out,No,No,0,0,Not Discussed,0,33.333333333333336,Churned
VC0969,No,prior_year,No,No,1,0,Yes,0,0.0,Won
VC0987,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Won
VC2191,No,14_out,No,No,1,0,Yes,0,5.0,Won
VC2215,No,14_out,No,No,0,0,No,0,30.0,Won
VC2236,No,prior_year,No,No,0,0,Not Discussed,0,50.0,Won
VC2881,No,45_out,Not Discussed,No,1,0,Not Discussed,0,12.5,Won
VC4072,No,14_out,No,No,0,0,Not Discussed,0,33.333333333333336,Won
VC4434,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Churned
VC4550,No,45_out,No,No,0,0,No,0,33.333333333333336,Won
VC4554,No,14_out,Not Discussed,No,1,0,Not Discussed,0,8.333333333333334,Won
VC5032,No,14_out,No,No,1,0,Yes,0,26.666666666666668,Won
VC5797,No,14_out,No,No,0,0,Yes,0,50.0,Won
VC5825,No,14_out,No,No,1,0,Yes,0,25.0,Won
VC5875,No,14_out,Not Discussed,No,1,0,No,0,0.0,Churned
VC6134,No,14_out,Not Discussed,No,1,0,Yes,0,12.5,Won
VC6320,No,14_out,No,No,1,0,Not Discussed,0,25.0,Won
VC6524,No,14_out,No,No,0,0,Yes,0,45.0,Won
VC7900,No,45_out,No,No,0,0,No,0,50.0,Won
VC8279,No,14_out,No,No,0,0,Yes,0,50.0,Won
VC8378,No,14_out,No,No,1,0,Yes,1,6.666666666666667,Churned
VC8484,No,14_out,No,No,1,0,Not Discussed,0,0.0,Won
VC8527,No,14_out,No,No,0,0,Not Discussed,0,43.333333333333336,Won
VC8659,No,14_out,No,No,1,0,Not Discussed,0,12.5,Won
VC8692,No,14_out,Not Discussed,No,1,0,Not Discussed,0,0.0,Won
VC8856,No,14_out,No,No,0,0,Not Discussed,0,37.5,Won
VC8911,No,14_out,No,No,1,0,No,0,32.5,Won
VC8913,No,14_out,No,No,1,0,Not Discussed,0,0.0,Won
VC9224,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Churned
VC9375,No,14_out,No,No,1,0,No,0,16.666666666666668,Won
VD0078,No,14_out,No,No,1,0,No,0,16.666666666666668,Won
VD0322,No,14_out,No,No,1,0,Not Discussed,0,25.0,Won
VD0442,No,14_out,No,No,1,0,Not Discussed,0,25.0,Won
VD0529,No,prior_year,Not Discussed,No,1,0,Not Discussed,0,20.0,Won
VD0544,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Churned
VD0580,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Churned
VD1016,No,14_out,No,No,0,0,Not Discussed,0,50.0,Won
VD1433,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Churned
VD1733,No,prior_year,No,No,0,0,Not Discussed,0,50.0,Won
VD1872,No,14_out,No,No,1,0,Not Discussed,0,16.666666666666668,Won
VD1963,No,14_out,Not Discussed,No,1,0,Not Discussed,0,26.0,Won
VD2480,No,14_out,Not Discussed,No,1,0,Not Discussed,0,20.0,Won
VD2498,No,14_out,No,No,0,0,Not Discussed,0,65.0,Won
VD2577,No,14_out,No,No,1,0,Not Discussed,0,25.0,Won
VD2715,No,14_out,Not Discussed,No,1,0,No,0,0.0,Churned
VD2848,No,14_out,No,No,0,0,Not Discussed,0,37.5,Won
VD3626,No,14_out,No,No,1,0,No,0,25.0,Won
VD3636,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Churned
VD3755,No,14_out,No,No,1,0,No,0,0.0,Won
VD3828,No,14_out,No,No,0,0,No,0,50.0,Won
VD3875,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Churned
VD3884,No,45_out,No,No,0,0,Not Discussed,0,33.333333333333336,Won
VD3908,No,14_out,No,No,0,0,Yes,0,43.333333333333336,Won
VD4221,No,14_out,No,No,0,0,Not Discussed,0,57.5,Won
VD4229,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Churned
VD4356,No,14_out,Not Discussed,No,1,0,Not Discussed,0,8.333333333333334,Won
VD4370,No,14_out,Not Discussed,No,0,0,Not Discussed,0,33.333333333333336,Won
VD4523,No,14_out,Not Discussed,No,1,0,Not Discussed,0,18.571428571428573,Won
VD4577,No,45_out,No,No,1,0,No,0,25.0,Won
VD4854,Not Discussed,14_out,Not Discussed,No,1,0,Not Discussed,0,25.0,Won
VD4926,No,14_out,No,No,1,0,Yes,0,0.0,Won
VD4993,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Churned
VD5312,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Churned
VD5503,No,14_out,No,No,0,0,Not Discussed,1,50.0,Won
VD5574,No,pre_renewal,No,No,0,0,Yes,0,50.0,Won
VD5765,No,14_out,No,No,1,0,Not Discussed,0,25.0,Won
VD5796,No,45_out,No,No,1,0,Yes,0,16.666666666666668,Won
VD5865,No,14_out,Not Discussed,No,1,0,Yes,0,0.0,Won
VD6026,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Churned
VD6247,No,14_out,No,No,1,1,No,0,35.0,Won
VD6338,No,14_out,No,No,0,0,Not Discussed,0,83.33333333333333,Won
VD6340,No,14_out,No,No,0,0,Not Discussed,0,50.0,Won
VD6356,No,14_out,No,No,0,0,Not Discussed,0,50.0,Won
VD6637,No,14_out,No,No,0,0,Not Discussed,0,47.5,Won
VD7303,No,14_out,Not Discussed,No,1,0,No,0,25.0,Won
VD7366,No,14_out,No,No,1,0,Not Discussed,0,32.5,Won
VD7517,No,14_out,Not Discussed,No,1,0,Not Discussed,0,7.142857142857143,Won
VD7533,No,14_out,Not Discussed,No,1,0,Not Discussed,0,36.66666666666666,Won
VD7717,Not Discussed,14_out,Not Discussed,No,1,0,Not Discussed,0,25.0,Won
VD7744,No,14_out,No,No,1,0,Not Discussed,0,32.5,Won
VD8111,No,14_out,No,No,0,0,Yes,0,37.5,Won
VD8233,No,14_out,No,No,1,0,Not Discussed,0,0.0,Won
VD8618,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Churned
VD8626,No,14_out,No,No,1,0,Not Discussed,0,25.0,Won
VD8662,No,14_out,No,No,1,0,Not Discussed,0,16.666666666666668,Churned
VD8788,No,14_out,No,No,1,0,Yes,0,16.666666666666668,Won
VD8879,No,14_out,No,No,1,0,Not Discussed,0,0.0,Churned
VD9868,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Won
VD9920,No,14_out,No,No,0,0,Not Discussed,0,43.333333333333336,Won
VE0202,No,14_out,No,No,0,0,Not Discussed,0,33.333333333333336,Won
VE0362,No,14_out,Not Discussed,No,1,0,Not Discussed,0,0.0,Won
VE0430,No,14_out,No,No,0,0,Not Discussed,0,37.5,Won
VE0576,No,14_out,No,No,0,0,Yes,0,33.333333333333336,Won
VE0700,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Churned
VE0883,No,14_out,No,No,1,0,Not Discussed,0,16.666666666666668,Won
VE1025,Not Discussed,14_out,Not Discussed,No,1,0,Not Discussed,0,8.333333333333334,Won
VE1134,No,14_out,Not Discussed,No,0,0,Not Discussed,0,66.66666666666667,Won
VE1308,No,14_out,No,No,0,0,No,0,55.0,Won
VE1385,No,14_out,No,No,0,0,Not Discussed,0,33.333333333333336,Won
VE1481,No,14_out,No,No,0,0,No,0,50.0,Won
VE1528,No,14_out,Not Discussed,No,0,0,Not Discussed,0,43.333333333333336,Won
VE1762,No,14_out,Not Discussed,No,1,0,Not Discussed,0,8.333333333333334,Won
VE2295,No,14_out,No,No,0,0,Not Discussed,0,33.333333333333336,Won
VE2792,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Churned
VE2957,No,14_out,No,No,0,0,Not Discussed,0,65.0,Won
VE3066,No,14_out,No,No,0,0,No,0,50.0,Won
VE3178,No,prior_year,No,No,0,0,Not Discussed,0,50.0,Won
VE3435,No,14_out,No,No,0,0,No,0,50.0,Won
VE3723,No,45_out,Not Discussed,No,1,0,No,0,16.666666666666668,Won
VE3745,No,45_out,No,No,0,0,No,0,50.0,Won
VE3786,No,14_out,No,No,1,0,Not Discussed,0,25.0,Won
VE3850,No,14_out,No,No,1,0,Yes,0,16.666666666666668,Won
VE4152,No,14_out,No,No,0,1,No,0,35.0,Won
VE4285,No,45_out,No,No,0,0,Yes,0,50.0,Won
VE4466,No,14_out,No,No,0,0,Yes,0,57.5,Won
VE4696,No,14_out,No,No,1,0,No,0,25.0,Won
VE4763,No,14_out,No,No,1,0,No,0,25.0,Won
VE4869,Not Discussed,14_out,Not Discussed,Not Discussed,1,0,Not Discussed,0,25.0,Won
VE4988,No,pre_renewal,No,No,0,0,Yes,0,50.0,Won
VE5501,No,14_out,No,No,0,0,Not Discussed,0,33.333333333333336,Won
VE5659,No,14_out,No,No,0,0,No,0,50.0,Won
VE5944,No,14_out,No,No,0,0,No,0,46.66666666666666,Won
VE6827,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Churned
VE6927,No,pre_renewal,Not Discussed,No,1,0,No,0,16.0,Won
VE7079,No,pre_renewal,No,No,0,0,No,0,50.0,Won
VE7168,No,45_out,No,No,0,0,No,0,60.0,Won
VE7259,No,14_out,No,No,0,0,Yes,0,57.5,Won
VE7359,No,14_out,No,No,1,0,No,0,25.0,Won
VE7735,No,pre_renewal,No,No,0,0,Not Discussed,0,75.0,Won
VE9145,No,14_out,No,No,0,0,Not Discussed,0,50.0,Won
VE9213,No,14_out,No,No,0,0,Not Discussed,0,33.333333333333336,Won
VE9219,No,14_out,Not Discussed,No,1,0,Not Discussed,0,16.666666666666668,Won
VE9332,No,14_out,No,No,1,0,Yes,0,16.666666666666668,Churned
VE9460,No,14_out,No,No,0,1,Not Discussed,0,50.0,Won
VE9699,No,14_out,No,No,1,0,Not Discussed,0,0.0,Won
VF0318,No,14_out,Not Discussed,No,1,0,Not Discussed,0,12.5,Won
VF0605,No,pre_renewal,Not Discussed,No,1,0,Not Discussed,0,0.0,Won
VF1038,No,14_out,No,No,1,0,Not Discussed,0,30.0,Won
VF1134,No,14_out,No,No,0,0,Yes,0,33.333333333333336,Won
VF1144,No,14_out,No,No,0,1,Not Discussed,1,50.0,Won
VF1685,No,14_out,No,No,0,0,Not Discussed,0,50.0,Won
VF1967,No,14_out,Not Discussed,No,0,0,Not Discussed,0,33.333333333333336,Won
VF2039,No,14_out,No,No,1,0,Not Discussed,0,14.285714285714286,Won
VF2132,No,pre_renewal,Not Discussed,No,1,0,Not Discussed,0,0.0,Won
VF2517,No,14_out,Not Discussed,No,1,0,Not Discussed,0,6.0,Won
VF2886,No,14_out,Not Discussed,No,1,0,Not Discussed,0,20.0,Won
VF2889,No,14_out,No,No,0,0,Not Discussed,0,50.0,Won
VF3040,No,45_out,No,No,1,0,Yes,0,16.666666666666668,Won
VF3299,No,14_out,Not Discussed,No,1,1,Yes,0,0.0,Won
VF3482,No,14_out,No,No,0,0,No,0,45.0,Won
VF3532,No,14_out,Not Discussed,No,1,0,Not Discussed,0,18.571428571428573,Won
VF3828,No,14_out,No,No,0,0,Not Discussed,0,42.5,Won
VF3939,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Won
VF3951,No,14_out,No,No,0,0,Not Discussed,0,50.0,Won
VF4059,No,14_out,No,No,1,0,No,0,16.666666666666668,Won
VF4166,No,14_out,No,No,0,0,Not Discussed,0,45.0,Won
VF4331,No,14_out,Not Discussed,No,1,0,No,0,0.0,Won
VF4786,No,pre_renewal,No,No,0,1,Not Discussed,0,50.0,Churned
VF4801,No,45_out,No,No,0,0,Not Discussed,0,33.333333333333336,Won
VF5049,No,45_out,No,No,0,0,Not Discussed,0,33.333333333333336,Won
VF5131,No,14_out,No,No,1,0,Not Discussed,0,25.0,Won
VF5512,No,14_out,No,No,0,0,No,0,33.333333333333336,Churned
VF5819,No,14_out,No,No,1,0,Not Discussed,0,25.0,Won
VF5872,No,45_out,No,No,0,0,Yes,0,50.0,Won
VF5970,No,45_out,No,No,0,0,Not Discussed,0,50.0,Won
VF6083,No,14_out,No,No,0,1,Not Discussed,0,32.5,Won
VF6468,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Churned
VF6597,No,14_out,No,No,0,0,No,0,70.0,Won
VF6714,No,14_out,No,No,0,0,Not Discussed,0,50.0,Won
VF7361,No,14_out,Not Discussed,No,0,0,Not Discussed,0,85.0,Won
VF7429,No,45_out,No,No,1,0,No,0,0.0,Won
VF7784,No,45_out,No,No,0,0,Not Discussed,0,50.0,Won
VF7879,No,14_out,No,No,0,0,Not Discussed,0,33.333333333333336,Won
VF7957,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Churned
VF8017,No,14_out,Not Discussed,No,0,0,Not Discussed,0,33.333333333333336,Won
VF8077,No,45_out,No,No,0,0,Not Discussed,0,70.0,Won
VF8112,No,14_out,No,No,1,0,Not Discussed,0,0.0,Churned
VF8467,No,14_out,No,No,0,0,Yes,1,50.0,Won
VF8680,No,14_out,No,No,0,0,No,0,33.333333333333336,Won
VF9013,No,45_out,Not Discussed,No,1,0,Not Discussed,0,23.33333333333333,Won
VF9038,No,45_out,Not Discussed,No,1,0,Not Discussed,0,16.666666666666668,Churned
VF9048,No,45_out,No,No,0,0,Not Discussed,0,50.0,Won
VF9581,No,pre_renewal,No,No,1,0,No,0,25.0,Won
VF9677,No,45_out,No,No,0,1,Not Discussed,0,50.0,Churned
VF9687,No,14_out,No,No,0,0,No,0,37.5,Won
VF9695,No,14_out,No,No,1,0,Not Discussed,0,25.0,Won
VF9910,No,14_out,Not Discussed,No,1,0,No,0,0.0,Won
VG0262,No,14_out,Not Discussed,No,1,0,Not Discussed,0,21.666666666666668,Won
VG0404,No,14_out,No,No,0,0,Yes,0,50.0,Won
VG0436,No,14_out,No,No,0,0,Not Discussed,0,33.333333333333336,Won
VG0528,No,14_out,No,No,0,0,Not Discussed,0,33.333333333333336,Won
VG0585,No,45_out,No,No,1,0,Yes,0,23.33333333333333,Won
VG0592,No,14_out,No,No,1,0,Not Discussed,0,25.0,Churned
VG0641,No,14_out,No,No,1,0,Not Discussed,0,16.666666666666668,Won
VG0703,No,14_out,No,No,0,0,No,0,50.0,Won
VG1011,No,14_out,Not Discussed,No,1,0,No,1,0.0,Won
VG1254,No,14_out,No,No,0,0,No,0,33.333333333333336,Won
VG1608,No,45_out,No,No,0,0,Not Discussed,0,38.0,Won
VG1755,No,14_out,Not Discussed,No,1,1,No,0,8.333333333333334,Won
VG2210,No,45_out,Not Discussed,No,1,0,No,0,20.0,Won
VG2437,No,14_out,No,No,0,0,Not Discussed,0,33.333333333333336,Won
VG3132,No,14_out,No,No,0,0,Not Discussed,0,43.333333333333336,Won
VG3622,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Churned
VG3854,No,14_out,No,No,0,0,Not Discussed,0,37.5,Won
VG3962,No,pre_renewal,No,No,0,0,No,0,70.0,Won
VG4291,No,14_out,No,No,0,0,No,0,70.0,Won
VG4382,No,14_out,No,No,0,0,Not Discussed,0,23.33333333333333,Won
VG4695,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Churned
VG4722,No,14_out,No,No,1,0,No,0,32.5,Won
VG4981,No,14_out,No,No,1,0,No,0,25.0,Won
VG5079,No,14_out,Not Discussed,No,1,0,No,0,0.0,Won
VG5150,No,14_out,No,No,1,0,No,0,25.0,Won
VG5184,No,14_out,No,No,0,0,Not Discussed,0,33.333333333333336,Won
VG5242,No,14_out,No,No,1,1,Not Discussed,0,0.0,Churned
VG5432,No,14_out,No,No,0,0,Not Discussed,0,45.0,Won
VG5482,No,14_out,No,No,0,0,No,0,50.0,Won
VG5569,No,45_out,No,No,0,0,Not Discussed,0,40.0,Won
VG5764,No,14_out,Not Discussed,No,1,0,Not Discussed,0,0.0,Won
VG5856,No,14_out,No,No,0,0,Not Discussed,0,33.333333333333336,Won
VG5863,No,14_out,No,No,1,0,Not Discussed,0,25.0,Won
VG5870,No,14_out,No,No,0,0,Yes,0,37.5,Won
VG5901,No,14_out,No,No,0,0,Not Discussed,0,33.333333333333336,Won
VG6044,No,prior_year,Not Discussed,No,1,0,Not Discussed,0,0.0,Churned
VG6140,No,14_out,Not Discussed,No,1,0,No,0,8.333333333333334,Won
VG6149,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Churned
VG6990,No,14_out,No,No,0,0,Not Discussed,0,60.0,Won
VG7020,No,45_out,No,No,0,0,Not Discussed,0,33.333333333333336,Won
VG7044,No,14_out,No,No,0,1,Not Discussed,0,42.5,Churned
VG7105,No,14_out,No,No,1,0,Not Discussed,0,16.666666666666668,Won
VG7391,No,14_out,No,No,1,0,Not Discussed,0,25.0,Won
VG7574,No,14_out,No,No,0,0,Not Discussed,0,75.0,Won
VG8059,No,prior_year,No,No,1,0,Not Discussed,0,0.0,Won
VG8161,No,14_out,No,No,0,1,Not Discussed,0,50.0,Won
VG8510,No,14_out,No,No,0,0,Yes,0,65.0,Won
VG8524,No,14_out,No,No,0,0,No,0,50.0,Won
VG8530,No,14_out,Not Discussed,No,1,0,No,0,16.666666666666668,Won
VG8706,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Churned
VG8728,No,45_out,No,No,0,0,No,0,33.333333333333336,Won
VG8769,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Churned
VG9017,No,45_out,No,No,0,0,Not Discussed,0,66.66666666666667,Won
VG9063,No,14_out,Not Discussed,No,0,0,Not Discussed,0,33.333333333333336,Won
VG9165,No,14_out,No,No,0,0,Not Discussed,0,33.333333333333336,Won
VG9398,No,45_out,No,No,0,0,No,0,50.0,Won
VG9437,No,14_out,No,No,1,0,Not Discussed,0,20.0,Won
VG9531,No,14_out,No,No,1,0,Yes,0,16.666666666666668,Won
VG9964,No,14_out,Not Discussed,No,0,0,Not Discussed,0,33.333333333333336,Won
VH0124,No,14_out,No,No,0,0,Not Discussed,0,16.666666666666668,Won
VH0264,No,prior_year,No,No,1,0,Yes,0,4.0,Won
VH0358,No,14_out,Not Discussed,No,1,0,Yes,0,8.333333333333334,Won
VH0479,No,14_out,No,No,0,0,No,0,33.333333333333336,Won
VH0585,No,14_out,No,No,1,0,No,0,25.0,Churned
VH1016,No,14_out,No,No,1,0,Not Discussed,0,25.0,Won
VH1102,No,14_out,No,No,1,0,No,0,16.666666666666668,Won
VH1246,No,14_out,No,No,0,0,Yes,0,33.333333333333336,Won
VH1398,No,prior_year,Not Discussed,No,1,0,Not Discussed,0,10.0,Won
VH1451,No,14_out,No,No,0,0,Yes,0,50.0,Won
VH1549,No,14_out,No,No,1,0,No,0,40.0,Won
VH2021,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Churned
VH2127,No,prior_year,No,No,1,0,Not Discussed,0,14.0,Won
VH2372,No,14_out,No,No,1,0,No,0,20.0,Won
VH2449,No,pre_renewal,Not Discussed,No,1,0,Not Discussed,0,0.0,Won
VH2602,No,45_out,No,No,0,0,No,0,50.0,Won
VH3026,No,prior_year,No,No,0,0,Yes,0,50.0,Won
VH3033,No,14_out,No,No,1,0,Not Discussed,0,25.0,Won
VH3172,No,14_out,No,No,0,0,Not Discussed,0,40.0,Won
VH3204,No,14_out,No,No,1,0,Yes,0,32.5,Won
VH3368,No,14_out,No,No,0,0,No,0,63.333333333333336,Won
VH3549,No,pre_renewal,No,No,0,0,Yes,0,50.0,Won
VH3611,No,14_out,Not Discussed,No,1,0,No,0,0.0,Won
VH3631,No,14_out,No,No,1,0,Not Discussed,0,32.5,Won
VH3700,No,45_out,No,No,0,0,No,1,34.0,Won
VH4534,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Churned
VH4623,No,14_out,No,No,1,0,Not Discussed,1,0.0,Won
